name,latitude,longitude,kategori,kecamatan,kelurahan
GKI Sinode Wilayah Jawa Timur,-7.31163445,112.7455803,hidup,Wonocolo,Bendul Merisi
Gereja Bethel Indonesia,-7.27426785,112.7622863,hidup,Gubeng,Airlangga
Masjid Al-Asy'ari,-7.259001197,112.6775419,hidup,Tandes,Balongsari
Masjid Luhur,-7.34431745,112.7222159,hidup,Gayungan,Dukuh Menanggal
Masjid Hidayatullah,-7.251891021,112.6522003,hidup,Benowo,Kandangan
Masjid Iqra,-7.337435671,112.7649037,hidup,Gunung Anyar,Rungkut Menanggal
Masjid Al Wahyu,-7.335646347,112.7752194,hidup,Gunung Anyar,Rungkut Menanggal
Masjid Nurul Hidayah,-7.340172321,112.7256462,hidup,Gayungan,Menanggal
Gereja Kristus Gembala,-7.339489246,112.7264701,hidup,Gayungan,Menanggal
Gereja Protestan Nusantara Jemaat Efata Surabaya,-7.270850043,112.6735148,hidup,Tandes,Karangpoh
Masjid Baitus Salam,-7.269102482,112.6664412,hidup,Tandes,Manukan Kulon
Masjid At Tauhid,-7.257132657,112.6483036,hidup,Benowo,Kandangan
GPIB Hosea,-7.34100615,112.7250393,hidup,Gayungan,Menanggal
Masjid Nuruzzaman,-7.27105882,112.757381,hidup,Gubeng,Airlangga
Masjid Al-Fajar,-7.339734537,112.7226431,hidup,Gayungan,Menanggal
Masjid At Tanwir,-7.323704108,112.7814216,hidup,Rungkut,Penjaringan Sari
Masjid Rochmat,-7.33565325,112.727139,hidup,Gayungan,Gayungan
Masjid Baitul Halim,-7.315680516,112.6828241,hidup,Wiyung,Babatan
Masjid At Tabiin,-7.332992271,112.7684067,hidup,Gunung Anyar,Rungkut Tengah
Masjid Al Nawawi,-7.253810539,112.6490337,hidup,Benowo,Kandangan
Masjid Nurul Iman,-7.2587634,112.6532678,hidup,Benowo,Kandangan
Al Burhan,-7.321691136,112.7792775,hidup,Rungkut,Kedung Baruk
Masjid Baitul Muttaqin,-7.267571894,112.6849054,hidup,Tandes,Karangpoh
Musholla Al Musthofa,-7.3203279,112.7762469,hidup,Rungkut,Kedung Baruk
Masjid Baitul Muslimin,-7.271116346,112.6800481,hidup,Tandes,Karangpoh
Masjid Nurul Iman,-7.267560545,112.6742162,hidup,Sambikerep,Lontar
Masjid Thoriqul Jannah,-7.268258362,112.6747578,hidup,Tandes,Karangpoh
Masjid Al-Hidayah,-7.258501908,112.6752262,hidup,Tandes,Manukan Wetan
Masjid Al Hidayah,-7.321107678,112.8041806,hidup,Rungkut,Medokan Ayu
Masjid Al-Ikhlas,-7.261829025,112.6708839,hidup,Tandes,Manukan Kulon
Masjid Shirotol Mustaqim,-7.25792575,112.6706653,hidup,Tandes,Manukan Kulon
Masjid Baitul Rahman,-7.270395404,112.6762428,hidup,Tandes,Karangpoh
Masjid Arafat,-7.23654445,112.6336376,hidup,Pakal,Babat Jerawat
Musholla Al Aziz,-7.31976455,112.7766011,hidup,Rungkut,Kedung Baruk
Musholla An Nur,-7.322073163,112.7739652,hidup,Rungkut,Kedung Baruk
Masjid Jami Husnul Khotimah,-7.3151383,112.7117413,hidup,Jambangan,Jambangan
Masjid Ash-Shobirin,-7.333469497,112.7755433,hidup,Gunung Anyar,Rungkut Tengah
Mushola Jamma'atul Chasanah,-7.33026844,112.7653896,hidup,Rungkut,Rungkut Kidul
Masjid Baiturrohman,-7.334314154,112.7806216,hidup,Gunung Anyar,Rungkut Tengah
Masjid Istiqomatul Hidayah,-7.314269717,112.738114,hidup,Wonocolo,Margorejo
Masjid Al Mubarokah,-7.22874765,112.6832292,hidup,Asemrowo,Tambak Sarioso
Masjid Al-Ittihad,-7.257398542,112.6681387,hidup,Tandes,Manukan Kulon
Masjid Nashuha,-7.257712665,112.6693459,hidup,Tandes,Manukan Kulon
Masjid Besar Baiturrohim,-7.243261108,112.6155257,hidup,Pakal,Pakal
Masjid Ukhuwah Islamiah,-7.258494601,112.6661422,hidup,Tandes,Manukan Kulon
Masjid At Taqwa,-7.320421709,112.7984604,hidup,Rungkut,Medokan Ayu
Masjid Fikrotul Kholidien,-7.311786262,112.736661,hidup,Wonocolo,Margorejo
Masjid Baiturrohman,-7.339264697,112.7802225,hidup,Gunung Anyar,Gunung Anyar
Masjid Al Barokah,-7.3085139,112.6937815,hidup,Wiyung,Wiyung
Masjid Nurul Hikmah,-7.339731432,112.7809475,hidup,Gunung Anyar,Gunung Anyar
Masjid Al Amin,-7.32067288,112.8004701,hidup,Rungkut,Medokan Ayu
Masjid Al Musthofa,-7.328917551,112.7684536,hidup,Rungkut,Rungkut Kidul
Masjid Roudlotul Jannah,-7.26884675,112.6640411,hidup,Tandes,Manukan Kulon
GKJW Jemaat Manukan,-7.267513784,112.6643397,hidup,Tandes,Manukan Kulon
Masjid Al Hidayah,-7.327943079,112.7115909,hidup,Jambangan,Kebonsari
Masjid Al Jihad,-7.317234533,112.7347686,hidup,Wonocolo,Margorejo
Masjid Istiqomah,-7.307151733,112.7490879,hidup,Wonocolo,Bendul Merisi
Masjid At Taqwa,-7.325739533,112.7343011,hidup,Wonocolo,Jemur Wonosari
Musholla,-7.327499559,112.7762846,hidup,Rungkut,Rungkut Kidul
Masjid Al Amien,-7.23015111,112.695826,hidup,Asemrowo,Tambak Sarioso
Masjid Al Ghorib,-7.214283242,112.6530979,hidup,Benowo,Tambakoso Wilangon
Masjid Darussalam,-7.211217568,112.6518943,hidup,Benowo,Tambakoso Wilangon
Masjid Al Muttaqien,-7.33439845,112.8032439,hidup,Gunung Anyar,Gunung Anyar Tambak
Masjid Qowiyul Islam,-7.345049939,112.8025568,hidup,Gunung Anyar,Gunung Anyar Tambak
Musholla MA Negeri Surabaya,-7.3085874,112.79811,hidup,Rungkut,Wonorejo
Musholla Al Washilah,-7.31109325,112.7984999,hidup,Rungkut,Wonorejo
Masjid An Nur,-7.304236,112.8077968,hidup,Rungkut,Wonorejo
Masjid Al Hijrah Palm,-7.235462444,112.6360164,hidup,Benowo,Sememi
Masjid Raya Fastabiqul Khoirot,-7.257942806,112.6630572,hidup,Tandes,Banjar Sugihan
Masjid Syifa'a Ul-Qulub,-7.258363828,112.6599418,hidup,Tandes,Banjar Sugihan
Masjid Al Ikhlas,-7.229325625,112.6023545,hidup,Pakal,Sumberrejo
Masjid Baitur Rahmah,-7.199161755,112.6478589,hidup,Benowo,Romokalisari
Masjid Darus Sa'adah,-7.1961039,112.6479617,hidup,Benowo,Romokalisari
Masjid Nurut Tanwir,-7.198604206,112.6253568,hidup,Benowo,Romokalisari
Masjid Sultan Agung,-7.197851005,112.6462016,hidup,Benowo,Romokalisari
Masjid MTs 3,-7.257237785,112.6365967,hidup,Benowo,Sememi
Masjid Agung Ali Akbar,-7.305990502,112.7509682,hidup,Wonocolo,Sidosermo
Masjid Wadlihatul Imaroh,-7.307380842,112.7429197,hidup,Wonocolo,Bendul Merisi
Masjid Baitur Rahmat,-7.235594632,112.7741142,hidup,Bulak,Bulak
Masjid Nur Hidayah Jalan Bronggalan Sawah V,-7.2572666,112.7687407,hidup,Tambaksari,Pacar Kembang
Majid Sabilur Rosyidin,-7.23299445,112.7771924,hidup,Bulak,Bulak
Masjid Baitul Makmur Jetis Kulon,-7.3080357,112.7311506,hidup,Wonokromo,Wonokromo
Masjid As Salam,-7.339042823,112.7846712,hidup,Gunung Anyar,Gunung Anyar
Vihara Buddha Kirti,-7.2924527,112.756517,hidup,Gubeng,Pucang Sewu
Gereja Roh Kudus,-7.337217036,112.7857555,hidup,Gunung Anyar,Gunung Anyar
Masjid Al Mubarok,-7.336765279,112.7951559,hidup,Gunung Anyar,Gunung Anyar
Masjid At Tohirin,-7.34273511,112.796178,hidup,Gunung Anyar,Gunung Anyar
Masjid Al-Mukhlis,-7.269827701,112.6686051,hidup,Tandes,Manukan Kulon
Masjid Nurul Iman,-7.326266361,112.7779875,hidup,Rungkut,Kali Rungkut
Masjid Baitul Ishlah,-7.30966108,112.7428315,hidup,Wonocolo,Bendul Merisi
Musholla Nurul Huda,-7.305340567,112.7272372,hidup,Wonokromo,Wonokromo
Musala Al Hikmah,-7.284388168,112.6710938,hidup,Sambikerep,Lontar
Masjid Al Hikmah,-7.31222795,112.7400571,hidup,Wonocolo,Bendul Merisi
Gereja Gembala Yang Baik,-7.330242216,112.7359388,hidup,Wonocolo,Jemur Wonosari
Masjid Al Ma'ruf,-7.322934785,112.7616301,hidup,Rungkut,Kali Rungkut
Masjid Al Ikhlas,-7.307282188,112.7252671,hidup,Wonokromo,Wonokromo
Masjid Sabilul Mutathohhirin,-7.29512517,112.7573817,hidup,Gubeng,Baratajaya
Masjid Arrohim,-7.295044587,112.7556582,hidup,Wonokromo,Ngagelrejo
Masjid Mu'ayyad,-7.318987125,112.7358384,hidup,Wonocolo,Jemur Wonosari
Masjid Al-Islam,-7.263303553,112.6646797,hidup,Tandes,Manukan Kulon
Masjid At Tauhid ( TK Dharma Wanita),-7.317219697,112.7373436,hidup,Wonocolo,Margorejo
Masjid An Nur,-7.3180734,112.7376122,hidup,Wonocolo,Jemur Wonosari
GKI Jemursari,-7.326901883,112.7410542,hidup,Wonocolo,Jemur Wonosari
Gereja Kristus Hayat,-7.284518367,112.7579122,hidup,Gubeng,Kertajaya
Gereja Getsemani,-7.285309856,112.7572353,hidup,Gubeng,Kertajaya
Masjid Al Ikhlas,-7.315918323,112.753033,hidup,Wonocolo,Sidosermo
Masjid Al Ikhlas,-7.309747684,112.7519745,hidup,Wonocolo,Sidosermo
Masjid Al Khoirot,-7.286541878,112.7586353,hidup,Gubeng,Kertajaya
Gereja Allah adalah Kasih,-7.27703315,112.7542222,hidup,Gubeng,Airlangga
Gereja Kristus Anugerah,-7.275855141,112.7537219,hidup,Gubeng,Airlangga
Masjid Baitul Mamur,-7.327556306,112.7912431,hidup,Rungkut,Medokan Ayu
Masjid Medayu Santosa,-7.32976435,112.7997927,hidup,Rungkut,Medokan Ayu
Masjid Miftahul Jabbar,-7.23049415,112.7698423,hidup,Kenjeran,Tanah Kali Kedinding
Masjid Sabililla Tegalsari,-7.275876664,112.7354035,hidup,Tegalsari,Dr. Sutomo
Masjid Rungkut Jaya,-7.313147687,112.7948617,hidup,Rungkut,Wonorejo
Masjid Al Hidayah,-7.336920485,112.732513,hidup,,SiwalanKerto
Masjid Nurul Islam,-7.3304199,112.7849053,hidup,Rungkut,Rungkut Kidul
Masjid Al Ikhlas,-7.267939585,112.7684812,hidup,Gubeng,Mojo
Masjid Al-Khoory,-7.260844994,112.7881392,hidup,Mulyorejo,Dukuh Sutorejo
Masjid Al-Mukarrom,-7.264697271,112.7801182,hidup,Mulyorejo,Mulyorejo
GBI Kerajaan Allah,-7.261461554,112.7948141,hidup,Mulyorejo,Dukuh Sutorejo
Masjid At Taqwa,-7.28462603,112.6915409,hidup,Dukuh Pakis,Pradahkali Kendal
Gereja Katolik Santa Maria Tak Bercela,-7.288858192,112.7603414,hidup,Gubeng,Baratajaya
Musholla,-7.256689351,112.7197425,hidup,Sawahan,Petemon
"12A, Musholla Al - Muttaqin Jalan Simo Gunung Kramat Timur I",-7.27393385,112.7177386,hidup,Sawahan,Putat Jaya
GBI Imamat Rajani,-7.2781883,112.7538,hidup,Gubeng,Kertajaya
Mushola Ukhuwa Isyamiyyah,-7.26168013,112.7581862,hidup,Tambaksari,Pacar Kembang
Masjid Ar Ridho,-7.318141551,112.7639798,hidup,Rungkut,Kali Rungkut
GBT Kristus Raja Damai,-7.255808379,112.7946997,hidup,Mulyorejo,Dukuh Sutorejo
masjid haqqul yaqien,-7.289841381,112.7730736,hidup,Sukolilo,Klampis Ngasem
masjid assakienah,-7.289126382,112.7830745,hidup,Sukolilo,Keputih
Masjid Babussalam,-7.23157797,112.7300432,hidup,Pabean Cantian,Perak Timur
masjid Ar Rahman,-7.219355663,112.7316292,hidup,Pabean Cantian,Perak Utara
Masjid Nurul Jannah,-7.21405715,112.7361736,hidup,Pabean Cantian,Perak Utara
Graha Bethany Nginden,-7.306998375,112.7724358,hidup,Sukolilo,Ngiden Jangkungan
Gereja Kristen Indonesia,-7.32378098,112.671361,hidup,Lakarsantri,Sumur Welut
Pura Sakti Raden Wijaya,-7.323654366,112.6712349,hidup,Lakarsantri,Sumur Welut
Kelenteng Ba De Miao,-7.323545317,112.6711115,hidup,Lakarsantri,Sumur Welut
Kapel St. Yustinus,-7.323434234,112.6709995,hidup,Lakarsantri,Sumur Welut
Vihara Buddhayana,-7.32333315,112.6708977,hidup,Lakarsantri,Sumur Welut
Masjid Muhajirin,-7.32323075,112.6707943,hidup,Lakarsantri,Sumur Welut
Musholla Nurul Huda,-7.321936468,112.7770576,hidup,Rungkut,Kedung Baruk
Masjid Raya Islamic Centre,-7.287021593,112.713711,hidup,Dukuh Pakis,Dukuh Pakis
Masjid al-Jabbar,-7.32133538,112.7173321,hidup,Jambangan,Karah
Mushola FIP,-7.301624192,112.6704876,hidup,Lakarsantri,Lidah Kulon
Masjid Al Huda,-7.30642985,112.7813491,hidup,Sukolilo,Medokan Semampir
Masjid RSI Jemursari,-7.323081873,112.7409153,hidup,Wonocolo,Jemur Wonosari
Masjid Al Muthmainnah,-7.3217442,112.7426218,hidup,Wonocolo,Jemur Wonosari
Masjid,-7.319158442,112.7414866,hidup,Wonocolo,Jemur Wonosari
RSGM Nala Husada,-7.2911822,112.7951887,kesehatan,Sukolilo,Keputih
Klinik Gigi RKZ,-7.2931451,112.7354954,kesehatan,Wonokromo,Darmo
Rumah Sakit Onkologi,-7.290898425,112.7892866,kesehatan,Sukolilo,Keputih
RSIA PUSURA,-7.266180297,112.7370563,kesehatan,Tegalsari,Tegalsari
RSU Haji Surabaya,-7.282813269,112.7798273,kesehatan,Sukolilo,Klampis Ngasem
Rumah Sakit Universitas Airlangga,-7.269820587,112.7849222,kesehatan,Mulyorejo,Mulyorejo
Rumah Sakit Darmo,-7.287382378,112.7382274,kesehatan,Tegalsari,Dr. Sutomo
Rumah Sakit Jiwa Menur Provinsi Jawa Timur,-7.28622152,112.7620926,kesehatan,Gubeng,Kertajaya
Rumah Sakit Khusus Infeksi,-7.269999797,112.7864903,kesehatan,Mulyorejo,Mulyorejo
Rumah Sakit Katolik St. Vincentius A Paulo (RKZ),-7.291969089,112.7354814,kesehatan,Wonokromo,Darmo
RSIA Ferina Surabaya,-7.273754608,112.7448282,kesehatan,Gubeng,Gubeng
Rumah Sakit Angkatan Laut Dr. Ramelan,-7.309331359,112.7381925,kesehatan,Wonokromo,Jagir
National Hospital,-7.299338757,112.6763907,kesehatan,Wiyung,Babatan
RS DKT Gubeng Pojok,-7.2651863,112.7516509,kesehatan,Tambaksari,Pacar Keling
Rumah Sakit Adi Husada Kapasan,-7.242667995,112.7519027,kesehatan,Simokerto,Kapasan
Rumah Sakit Surabaya Medical Center,-7.288966176,112.7413984,kesehatan,Tegalsari,Keputran
RS Mata Undaan,-7.254336988,112.7434556,kesehatan,Genteng,Peneleh
RS Ibu dan Anak Putri,-7.290837961,112.7826842,kesehatan,Sukolilo,Keputih
RS Manyar Medical Centre,-7.289989493,112.7635395,kesehatan,Sukolilo,Menur Pumpungan
Rumah Sakit Gigi dan Mulut Dr. Soetomo,-7.2654106,112.7573946,kesehatan,Tambaksari,Pacar Kembang
Rumah Sakit Adi Husada Undaan Wetan,-7.251490857,112.7459112,kesehatan,Genteng,Peneleh
Rumah Sakit Spesialis Husada Utama,-7.264837806,112.7561948,kesehatan,Tambaksari,Pacar Keling
Rumah Sakit Pura Raharja,-7.283108,112.7528758,kesehatan,Gubeng,Kertajaya
Siloam Hospitals,-7.274031199,112.7463915,kesehatan,Gubeng,Gubeng
Rumah Sakit Mata Undaan,-7.254026035,112.7434906,kesehatan,Genteng,Peneleh
RSIA Kendangsari Merr,-7.250655999,112.7836419,kesehatan,Mulyorejo,Kalijudan
RSUD Dr.M.Soewandhie,-7.245971212,112.7579873,kesehatan,Simokerto,Tambakrejo
Rumah Sakit Gotong Royong,-7.307407015,112.7875133,kesehatan,Sukolilo,Medokan Semampir
Klinik Estetika,-7.308540888,112.739659,kesehatan,Wonokromo,Jagir
Rumah Sakit Mitra Keluarga,-7.266671399,112.6912744,kesehatan,Sukomanunggal,Tanjungsari
RS Kodam Brawijaya,-7.29728461,112.7228087,kesehatan,Wonokromo,Sawunggaling
Rumah Sakit Al Irsyad,-7.228142974,112.7411216,kesehatan,Pabean Cantian,Nyamplungan
Rumah Sakit PKU Muhammadiyah Surabaya,-7.229926475,112.7412178,kesehatan,Pabean Cantian,Nyamplungan
Rumah Sakit Paru,-7.224075835,112.7464472,kesehatan,Semampir,Pegirian
RS Orthopedi & Traumatologi,-7.299404145,112.6620726,kesehatan,Lakarsantri,Lidah Kulon
Rumah Sakit Marien,-7.275633721,112.6796589,kesehatan,Sambikerep,Lontar
Rumah Sakit Lombok Dua dua,-7.284545581,112.6695204,kesehatan,Sambikerep,Lontar
Rumah Sakit Wijaya,-7.313098067,112.6917018,kesehatan,Wiyung,Wiyung
Rs Marinir Ewa Pangalila,-7.304673254,112.7084367,kesehatan,Dukuh Pakis,Gunungsari
Rumah Sakit Wiyung Sejahtera,-7.311245277,112.687921,kesehatan,Wiyung,Wiyung
Rumah Sakit Ibu dan Anak IBI Surabaya,-7.245326947,112.7277563,kesehatan,Bubutan,Gundih
RSU Bunda Surabaya,-7.25173255,112.6504313,kesehatan,Benowo,Kandangan
RSIA Kendangsari,-7.325331773,112.7455018,kesehatan,Tenggilis Mejoyo,Kendangsari
Rumah Sakit Marinir Ewa Panggalila,-7.303647269,112.7082964,kesehatan,Dukuh Pakis,Gunungsari
Rumah Sakit Royal Surabaya,-7.328862756,112.7509415,kesehatan,Tenggilis Mejoyo,Kendangsari
RSIA Graha Medika,-7.31240345,112.6815596,kesehatan,Wiyung,Babatan
Rumah Sakit Muji Rahayu,-7.257026123,112.6708856,kesehatan,Tandes,Manukan Wetan
Rumah Sakit Islam Surabaya,-7.306292311,112.7347989,kesehatan,Wonokromo,Wonokromo
RSIA Cempaka Putih Permata,-7.321520943,112.7137571,kesehatan,Jambangan,Jambangan
RSIA Lombok Dua Dua Surabaya,-7.278483663,112.7489193,kesehatan,Wonokromo,Ngagel
RSU Bhakti Rahayu,-7.312008505,112.7229586,kesehatan,Gayungan,Ketintang
Rumah Sakit Mata Masyarakat Jawa Timur,-7.326147832,112.7255981,kesehatan,Gayungan,Ketintang
RSUD Dr. Soetomo,-7.268213304,112.7581833,kesehatan,Gubeng,Airlangga
Rumah Sakit William Booth Surabaya,-7.291131548,112.7373144,kesehatan,Tegalsari,Dr. Sutomo
RSAU SOEMITRO,-7.291535344,112.7409638,kesehatan,Wonokromo,Darmo
RSUD Bhakti Dharma Husada,-7.255697644,112.6359488,kesehatan,Benowo,Sememi
Rumah Sakit Bhayangkara HS Samsoeri Mertojoso,-7.324402608,112.7302692,kesehatan,Gayungan,Ketintang
Rumah Sakit Islam Darus Syifa',-7.235381347,112.6125425,kesehatan,Pakal,Benowo
Rumah Sakit Islam Jemursari Surabaya,-7.322612677,112.7397476,kesehatan,Wonocolo,Jemur Wonosari
Rumah Sakit PHC Surabaya,-7.209546602,112.7356996,kesehatan,Pabean Cantian,Perak Utara
Rumah Sakit Mitra Keluarga Kenjeran,-7.251261001,112.7850194,kesehatan,Mulyorejo,Kalijudan
RS Premier Surabaya,-7.304650202,112.7652478,kesehatan,Sukolilo,Ngiden Jangkungan
Mayapada Hospital,-7.291958823,112.7276676,kesehatan,Sawahan,Pakis
Rumah Sakit Universitas Surabaya,-7.314089402,112.7662099,kesehatan,Tenggilis Mejoyo,Panjang Jiwo
Rumah Sakit TNI AL Dr. Oepomo,-7.211986296,112.7246414,kesehatan,Pabean Cantian,Perak Utara
APOTIK RUMINI,-7.2999506,112.7700657,kesehatan,Sukolilo,Menur Pumpungan
Apotik Jireh,-7.3160351,112.7912659,kesehatan,Rungkut,Wonorejo
Kimia Farma,-7.3208538,112.7494752,kesehatan,Tenggilis Mejoyo,Kendangsari
Apotik SABA,-7.320133,112.7535063,kesehatan,Tenggilis Mejoyo,Kendangsari
Apotik Sentra Medika,-7.3200785,112.7552764,kesehatan,Tenggilis Mejoyo,Tenggilis Mejoyo
Apotek K24 Pandugo,-7.3206545,112.7901903,kesehatan,Rungkut,Penjaringan Sari
Apotek Klampis Farma,-7.287316,112.7758197,kesehatan,Sukolilo,Klampis Ngasem
Apotek Viva Generik Donowati,-7.2677062,112.6972437,kesehatan,Sukomanunggal,Sukomanunggal
Apotik Senang,-7.2480625,112.7471866,kesehatan,Genteng,Kapasari
ApotekBoy_Dr.Franky,-7.2753159,112.7623083,kesehatan,Gubeng,Airlangga
Tiara,-7.2850815,112.6566855,kesehatan,Sambikerep,Lontar
Apotek Grace Farma,-7.2852659,112.6531085,kesehatan,Sambikerep,Sambikerep
Apotek,-7.2621463,112.6363864,kesehatan,Benowo,Sememi
Sukses,-7.2874613,112.6554456,kesehatan,Sambikerep,Lontar
Glory,-7.2847798,112.6564141,kesehatan,Sambikerep,Lontar
Kimia Farma,-7.2871846,112.6558463,kesehatan,Sambikerep,Lontar
Kimia Farma,-7.2775358,112.7409807,kesehatan,Tegalsari,Dr. Sutomo
Apotek Meliana,-7.2784744,112.7588868,kesehatan,Gubeng,Airlangga
Kardia Medika,-7.2808796,112.7778929,kesehatan,Mulyorejo,Manyar Sabrangan
Apotik Bawean,-7.2775972,112.746058,kesehatan,Wonokromo,Ngagel
Apotek JeS 8,-7.3210938,112.7399504,kesehatan,Wonocolo,Jemur Wonosari
Apotek Setia,-7.3227778,112.7419487,kesehatan,Wonocolo,Jemur Wonosari
Guardian,-7.2883425,112.6763928,kesehatan,Wiyung,Babatan
Century,-7.2900186,112.6756981,kesehatan,Wiyung,Babatan
K24,-7.2947609,112.7625941,kesehatan,Sukolilo,Menur Pumpungan
Erha Apothecary Mall Ciputra World Surabaya,-7.2926108,112.7195681,kesehatan,Dukuh Pakis,Gunungsari
Berlin 2,-7.2298398,112.735138,kesehatan,Pabean Cantian,Krembangan Utara
Kimia Farma,-7.26956305,112.7561794,kesehatan,Gubeng,Airlangga
Apotek Kimia Farma 45 Darmo 94,-7.288563395,112.7389194,kesehatan,Tegalsari,Dr. Sutomo
PT. K-24 Indonesia,-7.28913735,112.7622277,kesehatan,Gubeng,Baratajaya
Apotek Djati,-7.24398372,112.7519493,kesehatan,Simokerto,Kapasan
Apotek Bunda,-7.2515217,112.772013,kesehatan,Tambaksari,Ploso
Apotek Puri Husada,-7.336852074,112.7758521,kesehatan,Gunung Anyar,Rungkut Menanggal
Apotek Tengger 3,-7.2647613,112.6620756,kesehatan,Sambikerep,Sambikerep
Apotek Dharma,-7.30980035,112.7310822,kesehatan,Gayungan,Ketintang
Apotek Kimia Farma,-7.30989155,112.7314892,kesehatan,Gayungan,Ketintang
Kimia Farma,-7.306796887,112.6660336,kesehatan,Lakarsantri,Lidah Wetan
Apotek Reysha Farma,-7.338100115,112.7753165,kesehatan,Gunung Anyar,Rungkut Menanggal
Toko Obat Panjang Jiwo,-7.3125135,112.7667027,kesehatan,Tenggilis Mejoyo,Panjang Jiwo
Klinik Dharmahusada,-7.268551221,112.7721757,kesehatan,Gubeng,Mojo
Apotek K24,-7.311945268,112.7187704,kesehatan,Jambangan,Karah
Klinik Kencana Medika,-7.3221665,112.7462036,kesehatan,Wonocolo,Jemur Wonosari
Kliknik Spesial Meridian,-7.2880725,112.7717059,kesehatan,Mulyorejo,Manyar Sabrangan
Scoliosis Correction Clinic,-7.2915096,112.7539453,kesehatan,Gubeng,Pucang Sewu
Medika Utama,-7.2934043,112.735286,kesehatan,Wonokromo,Darmo
Miracle Aesthetic Clinic Thamrin,-7.2818895,112.7369126,kesehatan,Tegalsari,Dr. Sutomo
Miracle Aesthetic Clinic Kertajaya Indah,-7.2801062,112.7817642,kesehatan,Mulyorejo,Manyar Sabrangan
Posyandu Genteng,-7.2573574,112.7409288,kesehatan,Genteng,Genteng
Poliklinik Noor Mushola,-7.2501395,112.760249,kesehatan,Tambaksari,Ploso
Posyandu Ceria,-7.252788,112.7736956,kesehatan,Tambaksari,Ploso
Rumah Bersalin Noor Mushola,-7.2501528,112.7604488,kesehatan,Tambaksari,Ploso
Posyandu Tresnojoyo,-7.223835,112.7823898,kesehatan,Kenjeran,Tanah Kali Kedinding
Posyandu Kemuning,-7.2285213,112.744542,kesehatan,Semampir,Ampel
Posyandu,-7.2183042,112.7620354,kesehatan,Kenjeran,Sidotopo Wetan
Posyandu,-7.3033696,112.6356738,kesehatan,Lakarsantri,Lakarsantri
Posyandu,-7.301037,112.6324626,kesehatan,Lakarsantri,Lakarsantri
Melati II,-7.2299329,112.7570498,kesehatan,Semampir,Pegirian
Sri Rejeki 1,-7.2261378,112.7550063,kesehatan,Semampir,Pegirian
Posyandu Flamboyan,-7.2208036,112.769442,kesehatan,Kenjeran,Bulak Banteng
Posyandu Jaya Indah,-7.2233282,112.753399,kesehatan,Semampir,Wonokusumo
Posyandu Mekarsari,-7.2147588,112.7535521,kesehatan,Semampir,Wonokusumo
Posyandu Anak Smilebaby,-7.2248409,112.7427147,kesehatan,Semampir,Ujung
Posyandu Lansia Udang,-7.22484,112.7426843,kesehatan,Semampir,Ujung
Posyandu Melati,-7.2503291,112.7348737,kesehatan,Bubutan,Bubutan
Posyandu,-7.3175535,112.6504265,kesehatan,Lakarsantri,Bangkingan
Posyandu Balita Melati 4 dan Lansia,-7.3269704,112.6679038,kesehatan,Lakarsantri,Sumur Welut
Posyandu Melati 1,-7.3277938,112.6775352,kesehatan,Lakarsantri,Sumur Welut
Posyandu Beringin 5,-7.2779899,112.7224087,kesehatan,Sawahan,Putat Jaya
Posyandu Pagulanstar,-7.2842004,112.7285004,kesehatan,Sawahan,Pakis
Posyandu Sartika,-7.2898002,112.7225647,kesehatan,Sawahan,Pakis
Posyandu Kelurahan Morokrembangan,-7.2358207,112.7223595,kesehatan,Krembangan,Morokrembangan
Posyandu Lansia,-7.2665784,112.7219504,kesehatan,Sawahan,Petemon
Posyandu Lengkuas,-7.3225926,112.7575667,kesehatan,Tenggilis Mejoyo,Tenggilis Mejoyo
Posyandu Melati,-7.2672549,112.7166865,kesehatan,Sawahan,Kupang Krajan
Posyandu Kenanga,-7.2637591,112.6554682,kesehatan,Benowo,Kandangan
Posyandu Lansia Harapan Pertiwi,-7.2482424,112.6289821,kesehatan,Pakal,Babat Jerawat
Posyandu Gotong Royong I,-7.237383,112.6204419,kesehatan,Pakal,Pakal
Posyandu Lansia Anugerah,-7.237383,112.6203802,kesehatan,Pakal,Pakal
Posyandu Melati,-7.236088,112.6308249,kesehatan,Pakal,Babat Jerawat
Posyandu Melati,-7.2317759,112.6136895,kesehatan,Pakal,Benowo
Posyandu Lansia Senja Bahagia,-7.2318005,112.6137599,kesehatan,Pakal,Benowo
Poskesdes Benowo Ceria,-7.2344455,112.6152002,kesehatan,Pakal,Benowo
Posyandu Lansia Melati,-7.2343983,112.6152169,kesehatan,Pakal,Benowo
Posyandu Melati 5,-7.325543,112.7219675,kesehatan,Gayungan,Ketintang
Posyandu Balita Mawar Merah,-7.2592698,112.6628369,kesehatan,Tandes,Banjar Sugihan
Posyandu Palupi,-7.3406871,112.7224062,kesehatan,Gayungan,Menanggal
Posyandu Harapan Bangsa,-7.2362054,112.6241829,kesehatan,Pakal,Babat Jerawat
Surabaya Heart & Vascular Clinic,-7.2808876,112.7779573,kesehatan,Mulyorejo,Manyar Sabrangan
LBC Manyar Kertoarjo,-7.2800335,112.7642566,kesehatan,Mulyorejo,Manyar Sabrangan
Biotest,-7.2801133,112.7750632,kesehatan,Mulyorejo,Manyar Sabrangan
Klinik Pratama Sebelas Medika,-7.2905095,112.7466458,kesehatan,Wonokromo,Ngagel
